artist,song,original_path,drum_path,n_drum_tracks_merged,n_notes,n_unique_drums,bpm,duration
Duran Duran,Notorius.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Duran Duran/Notorius.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Duran_Duran__Notorius.mid,1,2145,9,107.00012661681652,238.77892305208331
Duran Duran,Ordinary World.2.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Duran Duran/Ordinary World.2.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Duran_Duran__Ordinary_World.2.mid,1,1413,11,70.00023333411112,301.71328
Duran Duran,Ordinary World.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Duran Duran/Ordinary World.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Duran_Duran__Ordinary_World.mid,1,1732,13,138.000828004968,262.2878284375
Duran Duran,Rio.1.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Duran Duran/Rio.1.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Duran_Duran__Rio.1.mid,6,3303,8,131.00007641671124,304.13150197916667
Duran Duran,Rio.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Duran Duran/Rio.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Duran_Duran__Rio.mid,6,3303,8,131.00007641671124,304.13150197916667
Duran Duran,Save a Prayer.1.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Duran Duran/Save a Prayer.1.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Duran_Duran__Save_a_Prayer.1.mid,2,1883,7,113.00009605008167,335.6634315
Duran Duran,Save a Prayer.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Duran Duran/Save a Prayer.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Duran_Duran__Save_a_Prayer.mid,1,1883,7,113.00009605008167,335.6634315
Duran Duran,The Chauffeur.1.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Duran Duran/The Chauffeur.1.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Duran_Duran__The_Chauffeur.1.mid,1,2455,16,82.00003553334875,321.69498254999996
Duran Duran,The Chauffeur.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Duran Duran/The Chauffeur.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Duran_Duran__The_Chauffeur.mid,1,1601,13,89.99995500002248,202.66676800000002
Duran Duran,The Reflex.1.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Duran Duran/The Reflex.1.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Duran_Duran__The_Reflex.1.mid,1,3512,13,122.99996925000767,277.45332139583337
Duran Duran,The Reflex.2.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Duran Duran/The Reflex.2.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Duran_Duran__The_Reflex.2.mid,1,3512,13,122.99996925000767,277.45332139583337
Duran Duran,The Reflex.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Duran Duran/The Reflex.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Duran_Duran__The_Reflex.mid,1,3512,13,123.00022140039853,277.45275261666666
Duran Duran,The Wild Boys.1.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Duran Duran/The Wild Boys.1.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Duran_Duran__The_Wild_Boys.1.mid,1,2998,7,116.99988885010558,241.41048575000002
Duran Duran,The Wild Boys.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Duran Duran/The Wild Boys.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Duran_Duran__The_Wild_Boys.mid,1,2998,7,116.99988885010558,241.41048575000002
Duran Duran,Union of the Snake.1.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Duran Duran/Union of the Snake.1.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Duran_Duran__Union_of_the_Snake.1.mid,1,2713,12,107.50001437500359,263.03471700000006
Duran Duran,Union of the Snake.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Duran Duran/Union of the Snake.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Duran_Duran__Union_of_the_Snake.mid,1,2713,12,117.50001437500359,262.93471700000003
Erasure,A Little Respect.1.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Erasure/A Little Respect.1.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Erasure__A_Little_Respect.1.mid,4,1267,9,113.99995440001827,210.52639999999997
Erasure,A Little Respect.2.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Erasure/A Little Respect.2.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Erasure__A_Little_Respect.2.mid,1,1267,9,114.00125401379417,212.62923999999998
Erasure,A Little Respect.3.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Erasure/A Little Respect.3.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Erasure__A_Little_Respect.3.mid,1,1267,9,114.00017100025649,210.526
Erasure,A Little Respect.4.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Erasure/A Little Respect.4.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Erasure__A_Little_Respect.4.mid,4,1267,9,114.00017100025649,210.526
Erasure,A Little Respect.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Erasure/A Little Respect.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Erasure__A_Little_Respect.mid,4,1267,9,114.00017100025649,210.526
Erasure,Abba-Esque (Take a Chance On Me).mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Erasure/Abba-Esque (Take a Chance On Me).mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Erasure__Abba-Esque_(Take_a_Chance_On_Me).mid,1,4603,11,122.00180562672327,252.56286037499999
Erasure,Always.1.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Erasure/Always.1.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Erasure__Always.1.mid,4,1599,11,104.00001386666852,238.84612199999998
Erasure,Always.2.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Erasure/Always.2.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Erasure__Always.2.mid,4,1599,11,104.00001386666852,238.84612199999998
Erasure,Always.3.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Erasure/Always.3.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Erasure__Always.3.mid,1,1599,11,104.00001386666852,238.84612199999998
Erasure,Always.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Erasure/Always.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Erasure__Always.mid,1,2084,9,103.00075533887248,229.440065
Erasure,Blue Savannah.1.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Erasure/Blue Savannah.1.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Erasure__Blue_Savannah.1.mid,5,2693,8,135.000135000135,229.38125209999998
Erasure,Blue Savannah.2.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Erasure/Blue Savannah.2.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Erasure__Blue_Savannah.2.mid,1,2693,8,135.00135001350014,231.1550958333333
Erasure,Blue Savannah.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Erasure/Blue Savannah.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Erasure__Blue_Savannah.mid,5,2693,8,135.000135000135,229.38125209999998
Erasure,Breath of Life.1.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Erasure/Breath of Life.1.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Erasure__Breath_of_Life.1.mid,1,2392,15,132.9999468000213,234.56776299999999
Erasure,Breath of Life.2.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Erasure/Breath of Life.2.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Erasure__Breath_of_Life.2.mid,1,2392,15,132.9999468000213,234.56776299999999
Erasure,Breath of Life.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Erasure/Breath of Life.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Erasure__Breath_of_Life.mid,1,205,5,132.000132000132,245.908845
Erasure,Chains of Love.1.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Erasure/Chains of Love.1.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Erasure__Chains_of_Love.1.mid,4,1520,8,105.50012140014206,234.11759710000004
Erasure,Chains of Love.2.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Erasure/Chains of Love.2.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Erasure__Chains_of_Love.2.mid,4,1520,8,105.50012140014206,232.15038510000002
Erasure,Chains of Love.3.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Erasure/Chains of Love.3.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Erasure__Chains_of_Love.3.mid,1,1520,8,105.50151185504536,234.11512083333335
Erasure,Chains of Love.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Erasure/Chains of Love.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Erasure__Chains_of_Love.mid,1,1520,8,105.50012140014206,234.11759710000004
Erasure,Fingers & Thumbs (Cold Summer's Day).1.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Erasure/Fingers & Thumbs (Cold Summer's Day).1.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Erasure__Fingers_&_Thumbs_(Cold_Summer's_Day).1.mid,6,3281,11,125.0,299.75600000000003
Erasure,Fingers & Thumbs (Cold Summer's Day).mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Erasure/Fingers & Thumbs (Cold Summer's Day).mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Erasure__Fingers_&_Thumbs_(Cold_Summer's_Day).mid,6,3281,11,125.0,299.75600000000003
Erasure,Glass Angel.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Erasure/Glass Angel.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Erasure__Glass_Angel.mid,5,2925,11,120.0,248.0
Erasure,Home.1.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Erasure/Home.1.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Erasure__Home.1.mid,4,1033,8,107.50001437500359,252.83472000000003
Erasure,Home.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Erasure/Home.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Erasure__Home.mid,4,1033,8,107.50001437500359,252.83472000000003
Erasure,I Love Saturday.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Erasure/I Love Saturday.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Erasure__I_Love_Saturday.mid,4,2673,17,130.00013000013,236.33053289999998
Erasure,Magic Moments.1.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Erasure/Magic Moments.1.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Erasure__Magic_Moments.1.mid,3,1090,3,156.00015600015604,156.06715162499998
Erasure,Magic Moments.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Erasure/Magic Moments.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Erasure__Magic_Moments.mid,3,1090,3,156.00015600015604,156.06715162499998
Erasure,Man in the Moon.1.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Erasure/Man in the Moon.1.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Erasure__Man_in_the_Moon.1.mid,4,1012,9,118.00013373348487,240.24972771666668
Erasure,Man in the Moon.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Erasure/Man in the Moon.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Erasure__Man_in_the_Moon.mid,4,1012,9,118.00013373348487,240.24972771666668
Erasure,Miracle.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Erasure/Miracle.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Erasure__Miracle.mid,3,1910,8,120.0,256.49583333333334
Erasure,Oh L'Amour.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Erasure/Oh L'Amour.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Erasure__Oh_L'Amour.mid,5,2133,14,82.00003553334875,183.579046375
Erasure,Oh Lamour.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Erasure/Oh Lamour.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Erasure__Oh_Lamour.mid,5,2133,14,82.00003553334875,183.579046375
Erasure,Siren Song.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Erasure/Siren Song.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Erasure__Siren_Song.mid,6,1602,6,92.00012880018032,281.89634447500003
Erasure,So the Story Goes.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Erasure/So the Story Goes.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Erasure__So_the_Story_Goes.mid,7,1802,8,97.5000975000975,234.47873423333337
Erasure,Sometimes (12'' mix).mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Erasure/Sometimes (12'' mix).mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Erasure__Sometimes_(12''_mix).mid,5,3158,16,130.00013000013,361.84579199999996
Erasure,Sometimes.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Erasure/Sometimes.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Erasure__Sometimes.mid,1,1881,9,108.000108000108,250.12127765625002
Erasure,Star.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Erasure/Star.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Erasure__Star.mid,4,2025,7,123.00022140039853,234.38982199999998
Erasure,Stop!.1.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Erasure/Stop!.1.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Erasure__Stop!.1.mid,5,1805,7,120.0,179.5
Erasure,Stop!.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Erasure/Stop!.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Erasure__Stop!.mid,5,1805,7,120.0,179.5
Erasure,Take Me Back.1.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Erasure/Take Me Back.1.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Erasure__Take_Me_Back.1.mid,1,1381,6,83.00032168874807,293.8450858333334
Erasure,Take Me Back.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Erasure/Take Me Back.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Erasure__Take_Me_Back.mid,4,1381,6,81.50005826671487,290.1613664583333
Eurythmics,1984.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Eurythmics/1984.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Eurythmics__1984.mid,6,1439,10,136.0001450668214,206.36007400000003
Eurythmics,Don't Ask Me Why.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Eurythmics/Don't Ask Me Why.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Eurythmics__Don't_Ask_Me_Why.mid,1,2982,8,118.0010620095581,266.7084046875
Eurythmics,Here Comes the Rain Again.1.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Eurythmics/Here Comes the Rain Again.1.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Eurythmics__Here_Comes_the_Rain_Again.1.mid,2,3552,5,126.00012600012602,310.94710968749996
Eurythmics,Here Comes the Rain Again.2.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Eurythmics/Here Comes the Rain Again.2.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Eurythmics__Here_Comes_the_Rain_Again.2.mid,1,3141,9,126.00012600012602,310.25266593749996
Eurythmics,Here Comes the Rain Again.3.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Eurythmics/Here Comes the Rain Again.3.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Eurythmics__Here_Comes_the_Rain_Again.3.mid,1,3141,9,126.00012600012599,309.09096075
Eurythmics,Here Comes the Rain Again.4.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Eurythmics/Here Comes the Rain Again.4.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Eurythmics__Here_Comes_the_Rain_Again.4.mid,2,3552,5,126.00012600012602,310.94710968749996
Eurythmics,Here Comes the Rain Again.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Eurythmics/Here Comes the Rain Again.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Eurythmics__Here_Comes_the_Rain_Again.mid,2,3552,5,126.00012600012602,310.94710968749996
Eurythmics,I Saved the World Today.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Eurythmics/I Saved the World Today.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Eurythmics__I_Saved_the_World_Today.mid,1,3660,9,120.0,279.9427083333333
Eurythmics,It's Alright (Baby's Coming Back).mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Eurythmics/It's Alright (Baby's Coming Back).mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Eurythmics__It's_Alright_(Baby's_Coming_Back).mid,1,1858,11,96.0,221.86848958333334
Eurythmics,Love Is a Stranger.1.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Eurythmics/Love Is a Stranger.1.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Eurythmics__Love_Is_a_Stranger.1.mid,1,2483,6,124.000248000496,228.40680125000003
Eurythmics,Love Is a Stranger.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Eurythmics/Love Is a Stranger.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Eurythmics__Love_Is_a_Stranger.mid,3,2841,7,106.00013780017916,197.03394196874999
Eurythmics,Missionary Man.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Eurythmics/Missionary Man.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Eurythmics__Missionary_Man.mid,1,1487,6,123.00123001230013,236.074875
Eurythmics,Right by Your Side.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Eurythmics/Right by Your Side.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Eurythmics__Right_by_Your_Side.mid,1,1196,8,85.00004250002125,129.882288
Eurythmics,Sisters Are Doing It for Themselves.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Eurythmics/Sisters Are Doing It for Themselves.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Eurythmics__Sisters_Are_Doing_It_for_Themselves.mid,1,2494,10,135.00135001350014,297.21925
Eurythmics,Sweet Dreams.1.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Eurythmics/Sweet Dreams.1.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Eurythmics__Sweet_Dreams.1.mid,1,1181,7,124.000248000496,294.03167
Eurythmics,Sweet Dreams.2.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Eurythmics/Sweet Dreams.2.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Eurythmics__Sweet_Dreams.2.mid,1,1181,7,123.99999173333387,228.87602332291667
Eurythmics,Sweet Dreams.3.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Eurythmics/Sweet Dreams.3.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Eurythmics__Sweet_Dreams.3.mid,1,951,14,120.01008084679113,188.05191064583335
Eurythmics,Sweet Dreams.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Eurythmics/Sweet Dreams.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Eurythmics__Sweet_Dreams.mid,2,1341,6,126.00012600012602,289.5185596875
Eurythmics,There Must Be an Angel (Playing With My Heart).1.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Eurythmics/There Must Be an Angel (Playing With My Heart).1.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Eurythmics__There_Must_Be_an_Angel_(Playing_With_My_Heart).1.mid,1,2698,12,112.00089600716802,290.33807906250007
Eurythmics,There Must Be an Angel (Playing With My Heart).2.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Eurythmics/There Must Be an Angel (Playing With My Heart).2.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Eurythmics__There_Must_Be_an_Angel_(Playing_With_My_Heart).2.mid,1,2333,8,110.00011000011,302.170152375
Eurythmics,There Must Be an Angel (Playing With My Heart).mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Eurythmics/There Must Be an Angel (Playing With My Heart).mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Eurythmics__There_Must_Be_an_Angel_(Playing_With_My_Heart).mid,1,2333,8,110.00011000011,302.170152375
Eurythmics,Who's That Girl.1.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Eurythmics/Who's That Girl.1.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Eurythmics__Who's_That_Girl.1.mid,1,1155,6,120.0,229.99479166666666
Eurythmics,Would I Lie To You?.1.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Eurythmics/Would I Lie To You?.1.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Eurythmics__Would_I_Lie_To_You?.1.mid,1,2272,7,132.00158401900822,268.79412291666665
Eurythmics,Would I Lie To You?.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Eurythmics/Would I Lie To You?.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Eurythmics__Would_I_Lie_To_You?.mid,1,2272,7,132.000132000132,266.96469515625
Frankie Goes to Hollywood,Relax (Frankie Goes to Dreamscape).1.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Frankie Goes to Hollywood/Relax (Frankie Goes to Dreamscape).1.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Frankie_Goes_to_Hollywood__Relax_(Frankie_Goes_to_Dreamscape).1.mid,1,1849,13,122.00180562672327,216.4286615625
Frankie Goes to Hollywood,Relax (Frankie Goes to Dreamscape).mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Frankie Goes to Hollywood/Relax (Frankie Goes to Dreamscape).mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Frankie_Goes_to_Hollywood__Relax_(Frankie_Goes_to_Dreamscape).mid,1,1849,13,122.00180562672327,216.4286615625
Frankie Goes to Hollywood,Relax.1.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Frankie Goes to Hollywood/Relax.1.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Frankie_Goes_to_Hollywood__Relax.1.mid,2,1335,8,117.00011700011699,228.0125925
Frankie Goes to Hollywood,Relax.2.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Frankie Goes to Hollywood/Relax.2.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Frankie_Goes_to_Hollywood__Relax.2.mid,1,2950,20,113.99995440001824,241.973781
