artist,song,bpm,has_drums,n_drum_notes,n_total_tracks,filepath
Eurythmics,Here Comes the Rain Again.4.mid,126.00012600012602,True,3552,14,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Eurythmics/Here Comes the Rain Again.4.mid
Eurythmics,Here Comes the Rain Again.mid,126.00012600012602,True,3552,14,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Eurythmics/Here Comes the Rain Again.mid
Eurythmics,I Saved the World Today.mid,120.0,True,3660,15,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Eurythmics/I Saved the World Today.mid
Eurythmics,It's Alright (Baby's Coming Back).mid,96.0,True,1858,15,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Eurythmics/It's Alright (Baby's Coming Back).mid
Eurythmics,Love Is a Stranger.1.mid,124.000248000496,True,2483,13,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Eurythmics/Love Is a Stranger.1.mid
Eurythmics,Love Is a Stranger.mid,106.00013780017916,True,2841,10,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Eurythmics/Love Is a Stranger.mid
Eurythmics,Missionary Man.mid,123.00123001230013,True,1487,11,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Eurythmics/Missionary Man.mid
Eurythmics,Right by Your Side.mid,85.00004250002125,True,1196,8,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Eurythmics/Right by Your Side.mid
Eurythmics,Sisters Are Doing It for Themselves.mid,135.00135001350014,True,2494,12,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Eurythmics/Sisters Are Doing It for Themselves.mid
Eurythmics,Sweet Dreams.1.mid,124.000248000496,True,1181,13,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Eurythmics/Sweet Dreams.1.mid
Eurythmics,Sweet Dreams.2.mid,123.99999173333387,True,1181,13,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Eurythmics/Sweet Dreams.2.mid
Eurythmics,Sweet Dreams.3.mid,120.01008084679113,True,951,13,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Eurythmics/Sweet Dreams.3.mid
Eurythmics,Sweet Dreams.mid,126.00012600012602,True,1341,10,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Eurythmics/Sweet Dreams.mid
Eurythmics,There Must Be an Angel (Playing With My Heart).1.mid,112.00089600716802,True,2698,14,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Eurythmics/There Must Be an Angel (Playing With My Heart).1.mid
Eurythmics,There Must Be an Angel (Playing With My Heart).2.mid,110.00011000011,True,2333,15,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Eurythmics/There Must Be an Angel (Playing With My Heart).2.mid
Eurythmics,There Must Be an Angel (Playing With My Heart).mid,110.00011000011,True,2333,10,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Eurythmics/There Must Be an Angel (Playing With My Heart).mid
Eurythmics,Who's That Girl.1.mid,120.0,True,1155,9,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Eurythmics/Who's That Girl.1.mid
Eurythmics,Would I Lie To You?.1.mid,132.00158401900822,True,2272,14,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Eurythmics/Would I Lie To You?.1.mid
Eurythmics,Would I Lie To You?.mid,132.000132000132,True,2272,13,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Eurythmics/Would I Lie To You?.mid
Frankie Goes to Hollywood,Relax (Frankie Goes to Dreamscape).1.mid,122.00180562672327,True,1849,20,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Frankie Goes to Hollywood/Relax (Frankie Goes to Dreamscape).1.mid
Frankie Goes to Hollywood,Relax (Frankie Goes to Dreamscape).mid,122.00180562672327,True,1849,20,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Frankie Goes to Hollywood/Relax (Frankie Goes to Dreamscape).mid
Frankie Goes to Hollywood,Relax.1.mid,117.00011700011699,True,1335,20,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Frankie Goes to Hollywood/Relax.1.mid
Frankie Goes to Hollywood,Relax.2.mid,113.99995440001824,True,2950,21,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Frankie Goes to Hollywood/Relax.2.mid
Frankie Goes to Hollywood,Relax.3.mid,121.00189569636592,True,2715,12,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Frankie Goes to Hollywood/Relax.3.mid
Frankie Goes to Hollywood,Relax.4.mid,115.00201253521936,True,2801,19,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Frankie Goes to Hollywood/Relax.4.mid
Frankie Goes to Hollywood,Relax.mid,116.00030933415822,True,2090,16,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Frankie Goes to Hollywood/Relax.mid
Frankie Goes to Hollywood,The Power of Love.mid,94.99950417369088,True,739,11,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Frankie Goes to Hollywood/The Power of Love.mid
Garbage,Hammering in My Head.mid,145.00003625000906,True,3601,13,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Garbage/Hammering in My Head.mid
Garbage,I Think I'm Paranoid.mid,115.0000287500072,True,3231,13,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Garbage/I Think I'm Paranoid.mid
Garbage,Medication.mid,82.49999286668933,True,3434,10,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Garbage/Medication.mid
Garbage,Milk.mid,94.00012846684224,True,712,5,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Garbage/Milk.mid
Garbage,No. 1 Crush.mid,93.99998120000376,True,4049,17,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Garbage/No. 1 Crush.mid
Garbage,Not My Idea.mid,100.0,True,1503,8,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Garbage/Not My Idea.mid
Garbage,Only Happy When It Rains.1.mid,120.0,True,4744,14,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Garbage/Only Happy When It Rains.1.mid
Garbage,Push It.1.mid,123.99999173333387,True,3905,16,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Garbage/Push It.1.mid
Garbage,Push It.mid,123.99999173333387,True,3905,16,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Garbage/Push It.mid
Garbage,Queer.1.mid,100.0,True,2676,7,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Garbage/Queer.1.mid
Garbage,Queer.mid,90.00009000009,True,1832,12,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Garbage/Queer.mid
Garbage,Sleep Together.mid,130.00013000013,True,4729,14,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Garbage/Sleep Together.mid
Garbage,Special.1.mid,140.00014000014,True,2842,7,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Garbage/Special.1.mid
Garbage,Special.mid,140.00014000014,True,2842,7,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Garbage/Special.mid
Garbage,Stupid Girl.1.mid,120.0,True,3597,9,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Garbage/Stupid Girl.1.mid
Garbage,Stupid Girl.2.mid,120.0,True,3597,9,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Garbage/Stupid Girl.2.mid
Garbage,Stupid Girl.mid,120.0,True,3597,9,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Garbage/Stupid Girl.mid
Garbage,Temptation Waits.mid,125.0,True,6640,14,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Garbage/Temptation Waits.mid
Garbage,The World Is Not Enough.mid,86.00005160003096,True,1696,14,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Garbage/The World Is Not Enough.mid
Garbage,When I Grow Up.mid,130.00013000013,True,4304,16,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Garbage/When I Grow Up.mid
Garbage,You Look So Fine.mid,100.0,True,7440,10,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Garbage/You Look So Fine.mid
Howard Jones,Everlasting Love.mid,120.0,True,1805,16,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Howard Jones/Everlasting Love.mid
Howard Jones,Life in One Day.mid,112.00005973336519,True,3982,12,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Howard Jones/Life in One Day.mid
Howard Jones,Things Can Only Get Better.1.mid,124.00024800102562,True,4226,11,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Howard Jones/Things Can Only Get Better.1.mid
Howard Jones,Things Can Only Get Better.mid,112.00089600716802,True,1754,11,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Howard Jones/Things Can Only Get Better.mid
INXS,Bitter Tears.mid,120.0,True,3039,12,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/INXS/Bitter Tears.mid
INXS,Disappear.mid,120.0,True,2703,12,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/INXS/Disappear.mid
INXS,Need You Tonight.mid,120.0,True,1608,11,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/INXS/Need You Tonight.mid
INXS,Never Tear Us Apart.1.mid,120.0,True,1139,15,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/INXS/Never Tear Us Apart.1.mid
INXS,New Sensation.mid,113.00073450477427,True,2397,15,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/INXS/New Sensation.mid
INXS,Not Enough Time.mid,96.0,True,3428,11,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/INXS/Not Enough Time.mid
INXS,Taste It.mid,114.50327693459647,True,2859,15,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/INXS/Taste It.mid
INXS,The Swing.1.mid,122.99996925000767,True,1301,5,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/INXS/The Swing.1.mid
INXS,The Swing.mid,123.00022140039852,True,1301,5,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/INXS/The Swing.mid
INXS,What You Need.2.mid,124.000248000496,True,1115,6,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/INXS/What You Need.2.mid
New Order,Bizarre Love Triangle.1.mid,116.99988885010558,True,4354,30,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/New Order/Bizarre Love Triangle.1.mid
New Order,Bizarre Love Triangle.mid,118.00013373348487,True,4354,27,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/New Order/Bizarre Love Triangle.mid
New Order,Blue Monday.1.mid,133.00024161710562,True,4366,19,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/New Order/Blue Monday.1.mid
New Order,Blue Monday.3.mid,133.00024161710562,True,4366,19,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/New Order/Blue Monday.3.mid
New Order,Blue Monday.mid,132.9999468000213,True,4366,20,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/New Order/Blue Monday.mid
New Order,True Faith.mid,122.00006913337249,True,2325,11,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/New Order/True Faith.mid
New Order,World.mid,123.500127000254,True,6090,16,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/New Order/World.mid
OMD,Enola Gay (OMD vs. Sash radio edit).1.mid,142.0000710000355,True,1629,16,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/OMD/Enola Gay (OMD vs. Sash radio edit).1.mid
OMD,Enola Gay (OMD vs. Sash radio edit).mid,100.50001275000638,True,1428,13,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/OMD/Enola Gay (OMD vs. Sash radio edit).mid
Pet Shop Boys,Always on My Mind   In My House.1.mid,124.000248000496,True,4811,10,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Pet Shop Boys/Always on My Mind   In My House.1.mid
Pet Shop Boys,Always on My Mind   In My House.2.mid,121.00003456668625,True,4565,8,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Pet Shop Boys/Always on My Mind   In My House.2.mid
Pet Shop Boys,Always on My Mind   In My House.4.mid,125.0,True,7178,10,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Pet Shop Boys/Always on My Mind   In My House.4.mid
Pet Shop Boys,Always on My Mind   In My House.mid,114.00125401379417,True,3594,11,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Pet Shop Boys/Always on My Mind   In My House.mid
Pet Shop Boys,Always.mid,128.0,True,4984,6,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Pet Shop Boys/Always.mid
Pet Shop Boys,Before.mid,124.000248000496,True,7443,10,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Pet Shop Boys/Before.mid
Pet Shop Boys,Being Boring.mid,120.0,True,2878,10,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Pet Shop Boys/Being Boring.mid
Pet Shop Boys,Can You Forgive Her.mid,123.00022140039852,True,202,14,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Pet Shop Boys/Can You Forgive Her.mid
Pet Shop Boys,Domino Dancing.mid,110.00091667430561,True,3740,11,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Pet Shop Boys/Domino Dancing.mid
Pet Shop Boys,Go West.1.mid,115.0000287500072,True,4035,9,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Pet Shop Boys/Go West.1.mid
Pet Shop Boys,Go West.2.mid,120.0,True,2794,20,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Pet Shop Boys/Go West.2.mid
Pet Shop Boys,Go West.3.mid,115.00002875000717,True,4035,11,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Pet Shop Boys/Go West.3.mid
Pet Shop Boys,Go West.4.mid,115.00002875000717,True,4035,9,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Pet Shop Boys/Go West.4.mid
Pet Shop Boys,Go West.5.mid,120.0,True,3925,15,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Pet Shop Boys/Go West.5.mid
Pet Shop Boys,Go West.6.mid,120.0,True,4035,9,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Pet Shop Boys/Go West.6.mid
Pet Shop Boys,Go West.mid,120.0,True,5595,12,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Pet Shop Boys/Go West.mid
Pet Shop Boys,Heart.1.mid,126.00012600012602,True,4931,7,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Pet Shop Boys/Heart.1.mid
Pet Shop Boys,Heart.mid,126.00012600012599,True,4931,10,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Pet Shop Boys/Heart.mid
Pet Shop Boys,I Wouldnt Normally Do This Kind of Thing.mid,134.00005806669182,True,1663,8,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Pet Shop Boys/I Wouldnt Normally Do This Kind of Thing.mid
Pet Shop Boys,It's Alright.mid,120.0,True,3043,11,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Pet Shop Boys/It's Alright.mid
Pet Shop Boys,It's a Sin.1.mid,127.500065000065,True,3231,22,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Pet Shop Boys/It's a Sin.1.mid
Pet Shop Boys,It's a Sin.3.mid,128.0,True,2060,8,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Pet Shop Boys/It's a Sin.3.mid
Pet Shop Boys,It's a Sin.4.mid,127.500065000065,True,3100,14,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Pet Shop Boys/It's a Sin.4.mid
Pet Shop Boys,It's a Sin.mid,126.00012600012602,True,2932,8,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Pet Shop Boys/It's a Sin.mid
Pet Shop Boys,Liberation.1.mid,107.00012661681652,True,3896,12,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Pet Shop Boys/Liberation.1.mid
Pet Shop Boys,Liberation.mid,107.00146235331883,True,3896,12,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Pet Shop Boys/Liberation.mid
Pet Shop Boys,One in a Million.1.mid,129.00007740004645,True,1791,8,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Pet Shop Boys/One in a Million.1.mid
Pet Shop Boys,One in a Million.2.mid,129.00007740004645,True,1791,8,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Pet Shop Boys/One in a Million.2.mid
Pet Shop Boys,One in a Million.mid,129.0017415235106,True,1791,7,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Pet Shop Boys/One in a Million.mid
Pet Shop Boys,Paninaro '95.1.mid,124.000248000496,True,5842,14,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Pet Shop Boys/Paninaro '95.1.mid
Pet Shop Boys,Paninaro '95.mid,124.000248000496,True,5836,14,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Pet Shop Boys/Paninaro '95.mid
Pet Shop Boys,Se a Vida E (That's the Way Life Is).1.mid,91.99998773333496,True,5584,10,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Pet Shop Boys/Se a Vida E (That's the Way Life Is).1.mid
Pet Shop Boys,Se a Vida E (That's the Way Life Is).mid,93.00004185001883,True,7018,18,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Pet Shop Boys/Se a Vida E (That's the Way Life Is).mid
Pet Shop Boys,So Hard.1.mid,124.000248000496,True,4619,10,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Pet Shop Boys/So Hard.1.mid
Pet Shop Boys,So Hard.mid,124.000248000496,True,4619,12,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Pet Shop Boys/So Hard.mid
Pet Shop Boys,West End Girls.1.mid,114.0001710002565,True,3141,7,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Pet Shop Boys/West End Girls.1.mid
Pet Shop Boys,West End Girls.2.mid,114.0001710002565,True,3141,8,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Pet Shop Boys/West End Girls.2.mid
Pet Shop Boys,West End Girls.3.mid,113.99995440001824,True,3141,8,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Pet Shop Boys/West End Girls.3.mid
Pet Shop Boys,West End Girls.4.mid,114.00125401379417,True,3137,10,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Pet Shop Boys/West End Girls.4.mid
Pet Shop Boys,West End Girls.mid,115.00201253521936,True,2567,14,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Pet Shop Boys/West End Girls.mid
Pet Shop Boys,What Have I Done to Deserve This.mid,114.00125401379417,True,3754,13,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Pet Shop Boys/What Have I Done to Deserve This.mid
Pet Shop Boys,Where the Streets Have No Name.mid,127.00025400050801,True,3678,15,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Pet Shop Boys/Where the Streets Have No Name.mid
Robyn,Show Me Love.mid,91.99998773333496,True,1156,10,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Robyn/Show Me Love.mid
Simple Minds,Alive & Kicking.1.mid,103.00075533887248,True,2246,10,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Simple Minds/Alive & Kicking.1.mid
Simple Minds,Alive & Kicking.mid,103.0000480666891,True,2246,11,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Simple Minds/Alive & Kicking.mid
Simple Minds,Don't You (Forget About Me).1.mid,114.0001710002565,True,2138,12,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Simple Minds/Don't You (Forget About Me).1.mid
Simple Minds,Don't You (Forget About Me).2.mid,114.00125401379417,True,1926,15,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Simple Minds/Don't You (Forget About Me).2.mid
Simple Minds,Don't You (Forget About Me).3.mid,102.49999187501484,True,2763,12,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Simple Minds/Don't You (Forget About Me).3.mid
Simple Minds,Don't You (Forget About Me).4.mid,114.0001710002565,True,1925,15,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Simple Minds/Don't You (Forget About Me).4.mid
Simple Minds,Don't You (Forget About Me).mid,117.00008550012825,True,1925,15,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Simple Minds/Don't You (Forget About Me).mid
Simple Minds,Mandela Day.1.mid,96.0,True,2328,11,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Simple Minds/Mandela Day.1.mid
Simple Minds,Mandela Day.mid,96.0,True,2328,11,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Simple Minds/Mandela Day.mid
Simple Minds,She's a River.1.mid,93.00004185001883,True,2265,13,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Simple Minds/She's a River.1.mid
Simple Minds,She's a River.mid,93.00018600037201,True,5025,13,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Simple Minds/She's a River.mid
Soft Cell,Something's Gotten Hold of My Heart.mid,90.0009000090001,True,990,8,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Soft Cell/Something's Gotten Hold of My Heart.mid
Soft Cell,Tainted Love.1.mid,146.00742691111554,True,909,14,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Soft Cell/Tainted Love.1.mid
Soft Cell,Tainted Love.2.mid,140.00046666822223,True,1689,6,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Soft Cell/Tainted Love.2.mid
Soft Cell,Tainted Love.mid,144.00921658986175,True,2029,13,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Soft Cell/Tainted Love.mid
Spandau Ballet,Gold.1.mid,143.03082314238722,True,1810,13,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Spandau Ballet/Gold.1.mid
Spandau Ballet,Gold.mid,143.00014300014297,True,1814,13,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Spandau Ballet/Gold.mid
Spandau Ballet,True.1.mid,100.0,True,1419,23,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Spandau Ballet/True.1.mid
Spandau Ballet,True.2.mid,99.99999999999999,True,1011,9,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Spandau Ballet/True.2.mid
Spandau Ballet,True.3.mid,98.00270487465454,True,1598,9,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Spandau Ballet/True.3.mid
Spandau Ballet,True.mid,99.99999999999999,True,1419,23,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Spandau Ballet/True.mid
Talk Talk,It's My Life.mid,125.0,True,2334,15,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Talk Talk/It's My Life.mid
Talk Talk,Such a Shame.mid,123.00123001230013,True,2647,9,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Talk Talk/Such a Shame.mid
Tears for Fears,Everybody Wants To Rule The World.1.mid,110.00011000011,True,1886,19,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Tears for Fears/Everybody Wants To Rule The World.1.mid
Tears for Fears,Everybody Wants To Rule The World.2.mid,109.99990833340972,True,1886,19,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Tears for Fears/Everybody Wants To Rule The World.2.mid
Tears for Fears,Everybody Wants To Rule The World.3.mid,111.00011100011099,True,2842,12,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Tears for Fears/Everybody Wants To Rule The World.3.mid
Tears for Fears,Everybody Wants To Rule The World.mid,110.00091667430561,True,1883,19,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Tears for Fears/Everybody Wants To Rule The World.mid
Tears for Fears,Head Over Heels.mid,101.00006901671382,True,921,8,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Tears for Fears/Head Over Heels.mid
Tears for Fears,Laid So Low (Tears Roll Down).mid,115.00201253521936,True,3949,9,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Tears for Fears/Laid So Low (Tears Roll Down).mid
Tears for Fears,Shout.1.mid,95.00014250021376,True,2510,17,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Tears for Fears/Shout.1.mid
