artist,song,original_path,drum_path,n_drum_tracks_merged,n_notes,n_unique_drums,bpm,duration
Erasure,Sometimes (12'' mix).mid,data/clean_midi/Erasure/Sometimes (12'' mix).mid,synthpop_data/processed/drums_all/Erasure__Sometimes_(12''_mix).mid,5,3158,16,130.00013000013,361.845792
Erasure,Sometimes.mid,data/clean_midi/Erasure/Sometimes.mid,synthpop_data/processed/drums_all/Erasure__Sometimes.mid,1,1881,9,108.000108000108,250.12127765625
Erasure,Star.mid,data/clean_midi/Erasure/Star.mid,synthpop_data/processed/drums_all/Erasure__Star.mid,4,2025,7,123.00022140039852,234.389822
Erasure,Stop!.1.mid,data/clean_midi/Erasure/Stop!.1.mid,synthpop_data/processed/drums_all/Erasure__Stop!.1.mid,5,1805,7,120.0,179.5
Erasure,Stop!.mid,data/clean_midi/Erasure/Stop!.mid,synthpop_data/processed/drums_all/Erasure__Stop!.mid,5,1805,7,120.0,179.5
Erasure,Take Me Back.1.mid,data/clean_midi/Erasure/Take Me Back.1.mid,synthpop_data/processed/drums_all/Erasure__Take_Me_Back.1.mid,1,1381,6,83.00032168874807,293.8450858333334
Erasure,Take Me Back.mid,data/clean_midi/Erasure/Take Me Back.mid,synthpop_data/processed/drums_all/Erasure__Take_Me_Back.mid,4,1381,6,81.50005826671487,290.1613664583333
Eurythmics,1984.mid,data/clean_midi/Eurythmics/1984.mid,synthpop_data/processed/drums_all/Eurythmics__1984.mid,6,1439,10,136.0001450668214,206.36007400000005
Eurythmics,Don't Ask Me Why.mid,data/clean_midi/Eurythmics/Don't Ask Me Why.mid,synthpop_data/processed/drums_all/Eurythmics__Don't_Ask_Me_Why.mid,1,2982,8,118.0010620095581,266.7084046875
Eurythmics,Here Comes the Rain Again.1.mid,data/clean_midi/Eurythmics/Here Comes the Rain Again.1.mid,synthpop_data/processed/drums_all/Eurythmics__Here_Comes_the_Rain_Again.1.mid,2,3552,5,126.00012600012602,310.94710968749996
Eurythmics,Here Comes the Rain Again.2.mid,data/clean_midi/Eurythmics/Here Comes the Rain Again.2.mid,synthpop_data/processed/drums_all/Eurythmics__Here_Comes_the_Rain_Again.2.mid,1,3141,9,126.00012600012602,310.25266593749996
Eurythmics,Here Comes the Rain Again.3.mid,data/clean_midi/Eurythmics/Here Comes the Rain Again.3.mid,synthpop_data/processed/drums_all/Eurythmics__Here_Comes_the_Rain_Again.3.mid,1,3141,9,126.000126000126,309.09096075
Eurythmics,Here Comes the Rain Again.4.mid,data/clean_midi/Eurythmics/Here Comes the Rain Again.4.mid,synthpop_data/processed/drums_all/Eurythmics__Here_Comes_the_Rain_Again.4.mid,2,3552,5,126.00012600012602,310.94710968749996
Eurythmics,Here Comes the Rain Again.mid,data/clean_midi/Eurythmics/Here Comes the Rain Again.mid,synthpop_data/processed/drums_all/Eurythmics__Here_Comes_the_Rain_Again.mid,2,3552,5,126.00012600012602,310.94710968749996
Eurythmics,I Saved the World Today.mid,data/clean_midi/Eurythmics/I Saved the World Today.mid,synthpop_data/processed/drums_all/Eurythmics__I_Saved_the_World_Today.mid,1,3660,9,120.0,279.9427083333333
Eurythmics,It's Alright (Baby's Coming Back).mid,data/clean_midi/Eurythmics/It's Alright (Baby's Coming Back).mid,synthpop_data/processed/drums_all/Eurythmics__It's_Alright_(Baby's_Coming_Back).mid,1,1858,11,96.0,221.86848958333337
Eurythmics,Love Is a Stranger.1.mid,data/clean_midi/Eurythmics/Love Is a Stranger.1.mid,synthpop_data/processed/drums_all/Eurythmics__Love_Is_a_Stranger.1.mid,1,2483,6,124.000248000496,228.40680125000003
Eurythmics,Love Is a Stranger.mid,data/clean_midi/Eurythmics/Love Is a Stranger.mid,synthpop_data/processed/drums_all/Eurythmics__Love_Is_a_Stranger.mid,3,2841,7,106.00013780017916,197.03394196875
Eurythmics,Missionary Man.mid,data/clean_midi/Eurythmics/Missionary Man.mid,synthpop_data/processed/drums_all/Eurythmics__Missionary_Man.mid,1,1487,6,123.00123001230013,236.074875
Eurythmics,Right by Your Side.mid,data/clean_midi/Eurythmics/Right by Your Side.mid,synthpop_data/processed/drums_all/Eurythmics__Right_by_Your_Side.mid,1,1196,8,85.00004250002125,129.882288
Eurythmics,Sisters Are Doing It for Themselves.mid,data/clean_midi/Eurythmics/Sisters Are Doing It for Themselves.mid,synthpop_data/processed/drums_all/Eurythmics__Sisters_Are_Doing_It_for_Themselves.mid,1,2494,10,135.00135001350014,297.21925
Eurythmics,Sweet Dreams.1.mid,data/clean_midi/Eurythmics/Sweet Dreams.1.mid,synthpop_data/processed/drums_all/Eurythmics__Sweet_Dreams.1.mid,1,1181,7,124.000248000496,294.03167
Eurythmics,Sweet Dreams.2.mid,data/clean_midi/Eurythmics/Sweet Dreams.2.mid,synthpop_data/processed/drums_all/Eurythmics__Sweet_Dreams.2.mid,1,1181,7,123.99999173333389,228.87602332291667
Eurythmics,Sweet Dreams.3.mid,data/clean_midi/Eurythmics/Sweet Dreams.3.mid,synthpop_data/processed/drums_all/Eurythmics__Sweet_Dreams.3.mid,1,951,14,120.01008084679113,188.05191064583337
Eurythmics,Sweet Dreams.mid,data/clean_midi/Eurythmics/Sweet Dreams.mid,synthpop_data/processed/drums_all/Eurythmics__Sweet_Dreams.mid,2,1341,6,126.00012600012602,289.5185596875
Eurythmics,There Must Be an Angel (Playing With My Heart).1.mid,data/clean_midi/Eurythmics/There Must Be an Angel (Playing With My Heart).1.mid,synthpop_data/processed/drums_all/Eurythmics__There_Must_Be_an_Angel_(Playing_With_My_Heart).1.mid,1,2698,12,112.00089600716802,290.33807906250007
Eurythmics,There Must Be an Angel (Playing With My Heart).2.mid,data/clean_midi/Eurythmics/There Must Be an Angel (Playing With My Heart).2.mid,synthpop_data/processed/drums_all/Eurythmics__There_Must_Be_an_Angel_(Playing_With_My_Heart).2.mid,1,2333,8,110.00011000011,302.170152375
Eurythmics,There Must Be an Angel (Playing With My Heart).mid,data/clean_midi/Eurythmics/There Must Be an Angel (Playing With My Heart).mid,synthpop_data/processed/drums_all/Eurythmics__There_Must_Be_an_Angel_(Playing_With_My_Heart).mid,1,2333,8,110.00011000011,302.170152375
Eurythmics,Who's That Girl.1.mid,data/clean_midi/Eurythmics/Who's That Girl.1.mid,synthpop_data/processed/drums_all/Eurythmics__Who's_That_Girl.1.mid,1,1155,6,120.0,229.99479166666663
Eurythmics,Would I Lie To You?.1.mid,data/clean_midi/Eurythmics/Would I Lie To You?.1.mid,synthpop_data/processed/drums_all/Eurythmics__Would_I_Lie_To_You?.1.mid,1,2272,7,132.00158401900822,268.79412291666665
Eurythmics,Would I Lie To You?.mid,data/clean_midi/Eurythmics/Would I Lie To You?.mid,synthpop_data/processed/drums_all/Eurythmics__Would_I_Lie_To_You?.mid,1,2272,7,132.000132000132,266.96469515625
Frankie Goes to Hollywood,Relax (Frankie Goes to Dreamscape).1.mid,data/clean_midi/Frankie Goes to Hollywood/Relax (Frankie Goes to Dreamscape).1.mid,synthpop_data/processed/drums_all/Frankie_Goes_to_Hollywood__Relax_(Frankie_Goes_to_Dreamscape).1.mid,1,1849,13,122.00180562672328,216.4286615625
Frankie Goes to Hollywood,Relax (Frankie Goes to Dreamscape).mid,data/clean_midi/Frankie Goes to Hollywood/Relax (Frankie Goes to Dreamscape).mid,synthpop_data/processed/drums_all/Frankie_Goes_to_Hollywood__Relax_(Frankie_Goes_to_Dreamscape).mid,1,1849,13,122.00180562672328,216.4286615625
Frankie Goes to Hollywood,Relax.1.mid,data/clean_midi/Frankie Goes to Hollywood/Relax.1.mid,synthpop_data/processed/drums_all/Frankie_Goes_to_Hollywood__Relax.1.mid,2,1335,8,117.000117000117,228.0125925
Frankie Goes to Hollywood,Relax.2.mid,data/clean_midi/Frankie Goes to Hollywood/Relax.2.mid,synthpop_data/processed/drums_all/Frankie_Goes_to_Hollywood__Relax.2.mid,1,2950,20,113.99995440001824,241.973781
Frankie Goes to Hollywood,Relax.3.mid,data/clean_midi/Frankie Goes to Hollywood/Relax.3.mid,synthpop_data/processed/drums_all/Frankie_Goes_to_Hollywood__Relax.3.mid,1,2715,11,121.00189569636592,226.9876628125
Frankie Goes to Hollywood,Relax.4.mid,data/clean_midi/Frankie Goes to Hollywood/Relax.4.mid,synthpop_data/processed/drums_all/Frankie_Goes_to_Hollywood__Relax.4.mid,1,2801,15,115.00201253521936,240.86535
Frankie Goes to Hollywood,Relax.mid,data/clean_midi/Frankie Goes to Hollywood/Relax.mid,synthpop_data/processed/drums_all/Frankie_Goes_to_Hollywood__Relax.mid,1,2090,11,116.00030933415822,233.43091433333333
Frankie Goes to Hollywood,The Power of Love.mid,data/clean_midi/Frankie Goes to Hollywood/The Power of Love.mid,synthpop_data/processed/drums_all/Frankie_Goes_to_Hollywood__The_Power_of_Love.mid,1,739,14,94.99950417369088,298.88810609374997
Garbage,Hammering in My Head.mid,data/clean_midi/Garbage/Hammering in My Head.mid,synthpop_data/processed/drums_all/Garbage__Hammering_in_My_Head.mid,1,3601,19,145.00003625000906,286.1378595
Garbage,I Think I'm Paranoid.mid,data/clean_midi/Garbage/I Think I'm Paranoid.mid,synthpop_data/processed/drums_all/Garbage__I_Think_I'm_Paranoid.mid,1,3231,9,115.0000287500072,214.71733762499997
Garbage,Medication.mid,data/clean_midi/Garbage/Medication.mid,synthpop_data/processed/drums_all/Garbage__Medication.mid,1,3434,16,82.49999286668933,247.42855583333335
Garbage,Milk.mid,data/clean_midi/Garbage/Milk.mid,synthpop_data/processed/drums_all/Garbage__Milk.mid,1,712,6,94.00012846684224,234.87600878958332
Garbage,No. 1 Crush.mid,data/clean_midi/Garbage/No. 1 Crush.mid,synthpop_data/processed/drums_all/Garbage__No._1_Crush.mid,3,4049,10,93.99998120000376,278.297928
Garbage,Not My Idea.mid,data/clean_midi/Garbage/Not My Idea.mid,synthpop_data/processed/drums_all/Garbage__Not_My_Idea.mid,1,1503,7,100.0,230.4
Garbage,Only Happy When It Rains.1.mid,data/clean_midi/Garbage/Only Happy When It Rains.1.mid,synthpop_data/processed/drums_all/Garbage__Only_Happy_When_It_Rains.1.mid,1,4744,13,120.0,238.0
Garbage,Push It.1.mid,data/clean_midi/Garbage/Push It.1.mid,synthpop_data/processed/drums_all/Garbage__Push_It.1.mid,1,3905,16,123.99999173333389,250.18953280833335
Garbage,Push It.mid,data/clean_midi/Garbage/Push It.mid,synthpop_data/processed/drums_all/Garbage__Push_It.mid,1,3905,16,123.99999173333389,250.18953280833335
Garbage,Queer.1.mid,data/clean_midi/Garbage/Queer.1.mid,synthpop_data/processed/drums_all/Garbage__Queer.1.mid,1,2676,8,100.0,256.8
Garbage,Queer.mid,data/clean_midi/Garbage/Queer.mid,synthpop_data/processed/drums_all/Garbage__Queer.mid,1,1832,7,90.00009000009,278.3191676041667
Garbage,Sleep Together.mid,data/clean_midi/Garbage/Sleep Together.mid,synthpop_data/processed/drums_all/Garbage__Sleep_Together.mid,1,4729,15,130.00013000013,236.30745599999997
Garbage,Special.1.mid,data/clean_midi/Garbage/Special.1.mid,synthpop_data/processed/drums_all/Garbage__Special.1.mid,1,2842,8,140.00014000014,219.856923
Garbage,Special.mid,data/clean_midi/Garbage/Special.mid,synthpop_data/processed/drums_all/Garbage__Special.mid,1,2842,8,140.00014000014,219.856923
Garbage,Stupid Girl.1.mid,data/clean_midi/Garbage/Stupid Girl.1.mid,synthpop_data/processed/drums_all/Garbage__Stupid_Girl.1.mid,2,3597,6,120.0,256.3333333333333
Garbage,Stupid Girl.2.mid,data/clean_midi/Garbage/Stupid Girl.2.mid,synthpop_data/processed/drums_all/Garbage__Stupid_Girl.2.mid,2,3597,6,120.0,256.3333333333333
Garbage,Stupid Girl.mid,data/clean_midi/Garbage/Stupid Girl.mid,synthpop_data/processed/drums_all/Garbage__Stupid_Girl.mid,2,3597,6,120.0,256.3333333333333
Garbage,Temptation Waits.mid,data/clean_midi/Garbage/Temptation Waits.mid,synthpop_data/processed/drums_all/Garbage__Temptation_Waits.mid,1,6640,22,125.0,277.92
Garbage,The World Is Not Enough.mid,data/clean_midi/Garbage/The World Is Not Enough.mid,synthpop_data/processed/drums_all/Garbage__The_World_Is_Not_Enough.mid,1,1696,8,86.00005160003096,234.418464
Garbage,When I Grow Up.mid,data/clean_midi/Garbage/When I Grow Up.mid,synthpop_data/processed/drums_all/Garbage__When_I_Grow_Up.mid,1,4304,17,130.00013000013,214.7305545
Garbage,You Look So Fine.mid,data/clean_midi/Garbage/You Look So Fine.mid,synthpop_data/processed/drums_all/Garbage__You_Look_So_Fine.mid,1,7440,21,100.0,328.8
Howard Jones,Everlasting Love.mid,data/clean_midi/Howard Jones/Everlasting Love.mid,synthpop_data/processed/drums_all/Howard_Jones__Everlasting_Love.mid,11,1805,11,120.0,203.0859375
Howard Jones,Life in One Day.mid,data/clean_midi/Howard Jones/Life in One Day.mid,synthpop_data/processed/drums_all/Howard_Jones__Life_in_One_Day.mid,1,3982,10,112.0000597333652,257.1371396458334
Howard Jones,Things Can Only Get Better.1.mid,data/clean_midi/Howard Jones/Things Can Only Get Better.1.mid,synthpop_data/processed/drums_all/Howard_Jones__Things_Can_Only_Get_Better.1.mid,1,4226,16,124.00024800102562,261.54723646875004
Howard Jones,Things Can Only Get Better.mid,data/clean_midi/Howard Jones/Things Can Only Get Better.mid,synthpop_data/processed/drums_all/Howard_Jones__Things_Can_Only_Get_Better.mid,1,1754,9,112.00089600716802,212.23602531250003
INXS,Bitter Tears.mid,data/clean_midi/INXS/Bitter Tears.mid,synthpop_data/processed/drums_all/INXS__Bitter_Tears.mid,6,3039,6,120.0,224.3046875
INXS,Disappear.mid,data/clean_midi/INXS/Disappear.mid,synthpop_data/processed/drums_all/INXS__Disappear.mid,7,2703,7,120.0,339.3333333333333
INXS,Need You Tonight.mid,data/clean_midi/INXS/Need You Tonight.mid,synthpop_data/processed/drums_all/INXS__Need_You_Tonight.mid,7,1608,7,120.0,158.23697916666666
INXS,Never Tear Us Apart.1.mid,data/clean_midi/INXS/Never Tear Us Apart.1.mid,synthpop_data/processed/drums_all/INXS__Never_Tear_Us_Apart.1.mid,10,1139,10,120.0,106.15625
INXS,New Sensation.mid,data/clean_midi/INXS/New Sensation.mid,synthpop_data/processed/drums_all/INXS__New_Sensation.mid,11,2397,11,113.00073450477429,364.06843
INXS,Not Enough Time.mid,data/clean_midi/INXS/Not Enough Time.mid,synthpop_data/processed/drums_all/INXS__Not_Enough_Time.mid,1,3428,13,96.0,244.375
INXS,Taste It.mid,data/clean_midi/INXS/Taste It.mid,synthpop_data/processed/drums_all/INXS__Taste_It.mid,1,2859,11,114.50327693459649,207.09239000000005
INXS,The Swing.1.mid,data/clean_midi/INXS/The Swing.1.mid,synthpop_data/processed/drums_all/INXS__The_Swing.1.mid,1,1301,10,122.99996925000768,236.82932750000003
INXS,The Swing.mid,data/clean_midi/INXS/The Swing.mid,synthpop_data/processed/drums_all/INXS__The_Swing.mid,1,1301,10,123.00022140039852,236.828842
INXS,What You Need.2.mid,data/clean_midi/INXS/What You Need.2.mid,synthpop_data/processed/drums_all/INXS__What_You_Need.2.mid,1,1115,7,124.000248000496,190.98752125
New Order,Bizarre Love Triangle.1.mid,data/clean_midi/New Order/Bizarre Love Triangle.1.mid,synthpop_data/processed/drums_all/New_Order__Bizarre_Love_Triangle.1.mid,15,4354,18,116.99988885010558,409.2311580000001
New Order,Bizarre Love Triangle.mid,data/clean_midi/New Order/Bizarre Love Triangle.mid,synthpop_data/processed/drums_all/New_Order__Bizarre_Love_Triangle.mid,15,4354,18,118.00013373348489,407.796148
New Order,Blue Monday.1.mid,data/clean_midi/New Order/Blue Monday.1.mid,synthpop_data/processed/drums_all/New_Order__Blue_Monday.1.mid,9,4366,9,133.00024161710562,454.7360159999999
New Order,Blue Monday.3.mid,data/clean_midi/New Order/Blue Monday.3.mid,synthpop_data/processed/drums_all/New_Order__Blue_Monday.3.mid,9,4366,10,133.00024161710562,454.7360159999999
New Order,Blue Monday.mid,data/clean_midi/New Order/Blue Monday.mid,synthpop_data/processed/drums_all/New_Order__Blue_Monday.mid,9,4366,10,132.9999468000213,456.5415359999999
New Order,True Faith.mid,data/clean_midi/New Order/True Faith.mid,synthpop_data/processed/drums_all/New_Order__True_Faith.mid,5,2325,6,122.00006913337248,327.66374875
New Order,World.mid,data/clean_midi/New Order/World.mid,synthpop_data/processed/drums_all/New_Order__World.mid,1,6090,13,123.500127000254,285.38131999999996
OMD,Enola Gay (OMD vs. Sash radio edit).1.mid,data/clean_midi/OMD/Enola Gay (OMD vs. Sash radio edit).1.mid,synthpop_data/processed/drums_all/OMD__Enola_Gay_(OMD_vs._Sash_radio_edit).1.mid,2,1629,6,142.0000710000355,211.2675
OMD,Enola Gay (OMD vs. Sash radio edit).mid,data/clean_midi/OMD/Enola Gay (OMD vs. Sash radio edit).mid,synthpop_data/processed/drums_all/OMD__Enola_Gay_(OMD_vs._Sash_radio_edit).mid,8,1428,10,100.50001275000638,195.2
Pet Shop Boys,Always on My Mind   In My House.1.mid,data/clean_midi/Pet Shop Boys/Always on My Mind   In My House.1.mid,synthpop_data/processed/drums_all/Pet_Shop_Boys__Always_on_My_Mind___In_My_House.1.mid,1,4811,14,124.000248000496,211.18909375
Pet Shop Boys,Always on My Mind   In My House.2.mid,data/clean_midi/Pet Shop Boys/Always on My Mind   In My House.2.mid,synthpop_data/processed/drums_all/Pet_Shop_Boys__Always_on_My_Mind___In_My_House.2.mid,1,4565,8,121.00003456668624,135.770416
Pet Shop Boys,Always on My Mind   In My House.4.mid,data/clean_midi/Pet Shop Boys/Always on My Mind   In My House.4.mid,synthpop_data/processed/drums_all/Pet_Shop_Boys__Always_on_My_Mind___In_My_House.4.mid,1,7178,12,125.0,241.92
Pet Shop Boys,Always on My Mind   In My House.mid,data/clean_midi/Pet Shop Boys/Always on My Mind   In My House.mid,synthpop_data/processed/drums_all/Pet_Shop_Boys__Always_on_My_Mind___In_My_House.mid,1,3594,11,114.00125401379417,296.148058125
Pet Shop Boys,Always.mid,data/clean_midi/Pet Shop Boys/Always.mid,synthpop_data/processed/drums_all/Pet_Shop_Boys__Always.mid,2,4984,13,128.0,228.9375
Pet Shop Boys,Before.mid,data/clean_midi/Pet Shop Boys/Before.mid,synthpop_data/processed/drums_all/Pet_Shop_Boys__Before.mid,1,7443,16,124.000248000496,249.65801882812505
Pet Shop Boys,Being Boring.mid,data/clean_midi/Pet Shop Boys/Being Boring.mid,synthpop_data/processed/drums_all/Pet_Shop_Boys__Being_Boring.mid,2,2878,2,120.0,297.7239583333333
Pet Shop Boys,Can You Forgive Her.mid,data/clean_midi/Pet Shop Boys/Can You Forgive Her.mid,synthpop_data/processed/drums_all/Pet_Shop_Boys__Can_You_Forgive_Her.mid,1,202,2,123.00022140039852,218.86139466666668
Pet Shop Boys,Domino Dancing.mid,data/clean_midi/Pet Shop Boys/Domino Dancing.mid,synthpop_data/processed/drums_all/Pet_Shop_Boys__Domino_Dancing.mid,1,3740,10,110.0009166743056,263.5887125
Pet Shop Boys,Go West.1.mid,data/clean_midi/Pet Shop Boys/Go West.1.mid,synthpop_data/processed/drums_all/Pet_Shop_Boys__Go_West.1.mid,1,4035,6,115.0000287500072,273.34232296874995
Pet Shop Boys,Go West.2.mid,data/clean_midi/Pet Shop Boys/Go West.2.mid,synthpop_data/processed/drums_all/Pet_Shop_Boys__Go_West.2.mid,1,2794,6,120.0,314.8125
Pet Shop Boys,Go West.3.mid,data/clean_midi/Pet Shop Boys/Go West.3.mid,synthpop_data/processed/drums_all/Pet_Shop_Boys__Go_West.3.mid,1,4035,6,115.00002875000716,273.343409925
Pet Shop Boys,Go West.4.mid,data/clean_midi/Pet Shop Boys/Go West.4.mid,synthpop_data/processed/drums_all/Pet_Shop_Boys__Go_West.4.mid,1,4035,6,115.00002875000716,273.343409925
Pet Shop Boys,Go West.5.mid,data/clean_midi/Pet Shop Boys/Go West.5.mid,synthpop_data/processed/drums_all/Pet_Shop_Boys__Go_West.5.mid,1,3925,9,120.0,270.8255208333333
Pet Shop Boys,Go West.6.mid,data/clean_midi/Pet Shop Boys/Go West.6.mid,synthpop_data/processed/drums_all/Pet_Shop_Boys__Go_West.6.mid,1,4035,6,120.0,261.95416666666665
Pet Shop Boys,Go West.mid,data/clean_midi/Pet Shop Boys/Go West.mid,synthpop_data/processed/drums_all/Pet_Shop_Boys__Go_West.mid,1,5595,8,120.0,298.0286458333333
Pet Shop Boys,Heart.1.mid,data/clean_midi/Pet Shop Boys/Heart.1.mid,synthpop_data/processed/drums_all/Pet_Shop_Boys__Heart.1.mid,1,4931,19,126.00012600012602,251.40351843749997
Pet Shop Boys,Heart.mid,data/clean_midi/Pet Shop Boys/Heart.mid,synthpop_data/processed/drums_all/Pet_Shop_Boys__Heart.mid,4,4931,19,126.000126000126,249.49975050000003
Pet Shop Boys,I Wouldnt Normally Do This Kind of Thing.mid,data/clean_midi/Pet Shop Boys/I Wouldnt Normally Do This Kind of Thing.mid,synthpop_data/processed/drums_all/Pet_Shop_Boys__I_Wouldnt_Normally_Do_This_Kind_of_Thing.mid,3,1663,6,134.00005806669182,177.313356
Pet Shop Boys,It's Alright.mid,data/clean_midi/Pet Shop Boys/It's Alright.mid,synthpop_data/processed/drums_all/Pet_Shop_Boys__It's_Alright.mid,1,3043,11,120.0,228.02083333333331
Pet Shop Boys,It's a Sin.1.mid,data/clean_midi/Pet Shop Boys/It's a Sin.1.mid,synthpop_data/processed/drums_all/Pet_Shop_Boys__It's_a_Sin.1.mid,8,3231,16,127.500065000065,253.80899999999997
Pet Shop Boys,It's a Sin.3.mid,data/clean_midi/Pet Shop Boys/It's a Sin.3.mid,synthpop_data/processed/drums_all/Pet_Shop_Boys__It's_a_Sin.3.mid,1,2060,13,128.0,286.77978515625
Pet Shop Boys,It's a Sin.4.mid,data/clean_midi/Pet Shop Boys/It's a Sin.4.mid,synthpop_data/processed/drums_all/Pet_Shop_Boys__It's_a_Sin.4.mid,1,3100,16,127.500065000065,252.655155
Pet Shop Boys,It's a Sin.mid,data/clean_midi/Pet Shop Boys/It's a Sin.mid,synthpop_data/processed/drums_all/Pet_Shop_Boys__It's_a_Sin.mid,1,2932,8,126.00012600012602,355.55519999999996
Pet Shop Boys,Liberation.1.mid,data/clean_midi/Pet Shop Boys/Liberation.1.mid,synthpop_data/processed/drums_all/Pet_Shop_Boys__Liberation.1.mid,1,3896,8,107.00012661681652,253.57446629166665
Pet Shop Boys,Liberation.mid,data/clean_midi/Pet Shop Boys/Liberation.mid,synthpop_data/processed/drums_all/Pet_Shop_Boys__Liberation.mid,1,3896,8,107.00146235331884,255.81426083333335
Pet Shop Boys,One in a Million.1.mid,data/clean_midi/Pet Shop Boys/One in a Million.1.mid,synthpop_data/processed/drums_all/Pet_Shop_Boys__One_in_a_Million.1.mid,2,1791,9,129.00007740004645,226.79056159999996
Pet Shop Boys,One in a Million.2.mid,data/clean_midi/Pet Shop Boys/One in a Million.2.mid,synthpop_data/processed/drums_all/Pet_Shop_Boys__One_in_a_Million.2.mid,2,1791,9,129.00007740004645,226.79056159999996
Pet Shop Boys,One in a Million.mid,data/clean_midi/Pet Shop Boys/One in a Million.mid,synthpop_data/processed/drums_all/Pet_Shop_Boys__One_in_a_Million.mid,1,1791,9,129.0017415235106,228.64759151041665
Pet Shop Boys,Paninaro '95.1.mid,data/clean_midi/Pet Shop Boys/Paninaro '95.1.mid,synthpop_data/processed/drums_all/Pet_Shop_Boys__Paninaro_'95.1.mid,1,5842,17,124.000248000496,253.5075575
Pet Shop Boys,Paninaro '95.mid,data/clean_midi/Pet Shop Boys/Paninaro '95.mid,synthpop_data/processed/drums_all/Pet_Shop_Boys__Paninaro_'95.mid,1,5836,16,124.000248000496,253.5075575
Pet Shop Boys,Se a Vida E (That's the Way Life Is).1.mid,data/clean_midi/Pet Shop Boys/Se a Vida E (That's the Way Life Is).1.mid,synthpop_data/processed/drums_all/Pet_Shop_Boys__Se_a_Vida_E_(That's_the_Way_Life_Is).1.mid,2,5584,26,91.99998773333496,265.9239485
Pet Shop Boys,Se a Vida E (That's the Way Life Is).mid,data/clean_midi/Pet Shop Boys/Se a Vida E (That's the Way Life Is).mid,synthpop_data/processed/drums_all/Pet_Shop_Boys__Se_a_Vida_E_(That's_the_Way_Life_Is).mid,1,7018,18,93.00004185001885,263.870849
Pet Shop Boys,So Hard.1.mid,data/clean_midi/Pet Shop Boys/So Hard.1.mid,synthpop_data/processed/drums_all/Pet_Shop_Boys__So_Hard.1.mid,1,4619,8,124.000248000496,231.23945687500003
Pet Shop Boys,So Hard.mid,data/clean_midi/Pet Shop Boys/So Hard.mid,synthpop_data/processed/drums_all/Pet_Shop_Boys__So_Hard.mid,3,4619,8,124.000248000496,229.305993
Pet Shop Boys,West End Girls.1.mid,data/clean_midi/Pet Shop Boys/West End Girls.1.mid,synthpop_data/processed/drums_all/Pet_Shop_Boys__West_End_Girls.1.mid,1,3141,11,114.0001710002565,271.58128122395834
Pet Shop Boys,West End Girls.2.mid,data/clean_midi/Pet Shop Boys/West End Girls.2.mid,synthpop_data/processed/drums_all/Pet_Shop_Boys__West_End_Girls.2.mid,2,3141,11,114.0001710002565,271.58128122395834
Pet Shop Boys,West End Girls.3.mid,data/clean_midi/Pet Shop Boys/West End Girls.3.mid,synthpop_data/processed/drums_all/Pet_Shop_Boys__West_End_Girls.3.mid,2,3141,11,113.99995440001824,273.68706122916666
Pet Shop Boys,West End Girls.4.mid,data/clean_midi/Pet Shop Boys/West End Girls.4.mid,synthpop_data/processed/drums_all/Pet_Shop_Boys__West_End_Girls.4.mid,5,3137,11,114.00125401379417,358.5048283333333
Pet Shop Boys,West End Girls.mid,data/clean_midi/Pet Shop Boys/West End Girls.mid,synthpop_data/processed/drums_all/Pet_Shop_Boys__West_End_Girls.mid,1,2567,10,115.00201253521936,236.8599853125
Pet Shop Boys,What Have I Done to Deserve This.mid,data/clean_midi/Pet Shop Boys/What Have I Done to Deserve This.mid,synthpop_data/processed/drums_all/Pet_Shop_Boys__What_Have_I_Done_to_Deserve_This.mid,2,3754,6,114.00125401379417,350.33057614583333
Pet Shop Boys,Where the Streets Have No Name.mid,data/clean_midi/Pet Shop Boys/Where the Streets Have No Name.mid,synthpop_data/processed/drums_all/Pet_Shop_Boys__Where_the_Streets_Have_No_Name.mid,1,3678,10,127.000254000508,349.76307999999995
Robyn,Show Me Love.mid,data/clean_midi/Robyn/Show Me Love.mid,synthpop_data/processed/drums_all/Robyn__Show_Me_Love.mid,1,1156,9,91.99998773333496,86.086968
Simple Minds,Alive & Kicking.1.mid,data/clean_midi/Simple Minds/Alive & Kicking.1.mid,synthpop_data/processed/drums_all/Simple_Minds__Alive_&_Kicking.1.mid,1,2246,12,103.00075533887248,308.73560000000003
Simple Minds,Alive & Kicking.mid,data/clean_midi/Simple Minds/Alive & Kicking.mid,synthpop_data/processed/drums_all/Simple_Minds__Alive_&_Kicking.mid,1,2246,12,103.0000480666891,306.40762399999994
Simple Minds,Don't You (Forget About Me).1.mid,data/clean_midi/Simple Minds/Don't You (Forget About Me).1.mid,synthpop_data/processed/drums_all/Simple_Minds__Don't_You_(Forget_About_Me).1.mid,1,2138,11,114.0001710002565,254.66518817708337
Simple Minds,Don't You (Forget About Me).2.mid,data/clean_midi/Simple Minds/Don't You (Forget About Me).2.mid,synthpop_data/processed/drums_all/Simple_Minds__Don't_You_(Forget_About_Me).2.mid,1,1926,15,114.00125401379417,263.14951760416665
Simple Minds,Don't You (Forget About Me).3.mid,data/clean_midi/Simple Minds/Don't You (Forget About Me).3.mid,synthpop_data/processed/drums_all/Simple_Minds__Don't_You_(Forget_About_Me).3.mid,1,2763,13,102.49999187501484,274.16660125
